Date,Open,High,Low,Close,Volume,Time
08-01-2024,639.2,639.55,639.2,639.55,11329,10:14:00
08-01-2024,639.45,639.75,639,639,24218,10:15:00
08-01-2024,639.05,639.25,639,639,10574,10:16:00
08-01-2024,639,639,638.65,638.8,19279,10:17:00
08-01-2024,638.8,638.8,638.15,638.15,22361,10:18:00
08-01-2024,638.35,638.5,637.8,637.85,25685,10:19:00
08-01-2024,637.85,637.95,637.6,637.8,6179,10:20:00
08-01-2024,637.8,637.85,637.6,637.85,7304,10:21:00
08-01-2024,637.8,637.85,637.55,637.7,12123,10:22:00
08-01-2024,637.85,638.3,637.65,638.25,11166,10:23:00
08-01-2024,637.95,638.35,637.95,638.15,10318,10:24:00
08-01-2024,638.1,638.2,637.8,638.05,20946,10:25:00
08-01-2024,638.2,638.4,638.05,638.3,4421,10:26:00
08-01-2024,638.2,638.45,638.15,638.15,9463,10:27:00
08-01-2024,638.15,638.5,638.1,638.5,9245,10:28:00
08-01-2024,638.45,639.1,638.3,638.95,15807,10:29:00
08-01-2024,639.1,639.55,638.95,639.35,57574,10:30:00
08-01-2024,639.35,640.2,639.15,639.35,82300,10:31:00
08-01-2024,639.4,640.1,639.2,640.1,33110,10:32:00
08-01-2024,640,640.05,639.05,639.5,67833,10:33:00
08-01-2024,639.5,639.6,638.65,638.9,34877,10:34:00
08-01-2024,638.8,639.45,638.25,639.1,44578,10:35:00
08-01-2024,639.05,639.6,639,639.25,27196,10:36:00
08-01-2024,639.15,639.6,638.75,638.95,26653,10:37:00
08-01-2024,639.15,639.5,638.95,639.05,21769,10:38:00
08-01-2024,639,639.5,639,639.5,14339,10:39:00
08-01-2024,639.45,639.95,639.25,639.7,16929,10:40:00
08-01-2024,639.75,639.75,639.05,639.1,17647,10:41:00
08-01-2024,639.25,639.25,638.7,639.1,21624,10:42:00
08-01-2024,639.25,639.4,638.85,639.1,15175,10:43:00
08-01-2024,639.25,639.45,638.6,638.7,21251,10:44:00
08-01-2024,638.7,639.2,638.7,638.9,16745,10:45:00
08-01-2024,638.85,639.05,638.65,638.8,13037,10:46:00
08-01-2024,638.8,639.05,638.7,638.9,5227,10:47:00
08-01-2024,638.9,639.2,638.8,639.2,3034,10:48:00
08-01-2024,639.05,639.2,638.7,639,7738,10:49:00
08-01-2024,639.05,639.1,638.55,638.7,9620,10:50:00
08-01-2024,638.7,638.7,638.3,638.55,21852,10:51:00
08-01-2024,638.55,638.6,638.1,638.3,35678,10:52:00
08-01-2024,638.3,638.5,638.1,638.15,23047,10:53:00
08-01-2024,638.25,638.65,638.15,638.5,18176,10:54:00
08-01-2024,638.5,638.5,638.15,638.5,31170,10:55:00
08-01-2024,638.35,638.5,638.05,638.1,36601,10:56:00
08-01-2024,638.15,638.35,637.8,637.85,65581,10:57:00
08-01-2024,637.85,638.15,637.8,637.8,36159,10:58:00
08-01-2024,638.05,638.05,637.8,638,29129,10:59:00
08-01-2024,637.9,638.2,637.75,638.1,31106,11:00:00
08-01-2024,638,638.3,637.8,637.9,9396,11:01:00
08-01-2024,637.9,638.2,637.85,637.95,8406,11:02:00
08-01-2024,637.9,638.4,637.85,638.4,16412,11:03:00
08-01-2024,638.4,639,638.2,638.65,31838,11:04:00
08-01-2024,638.8,638.95,638.35,638.5,15996,11:05:00
08-01-2024,638.6,638.65,637.8,637.95,17399,11:06:00
08-01-2024,637.8,637.95,637,637.3,100604,11:07:00
08-01-2024,637.3,637.65,637,637.3,43553,11:08:00
08-01-2024,637.2,637.65,637.1,637.35,25509,11:09:00
08-01-2024,637.5,637.75,637.1,637.3,10297,11:10:00
08-01-2024,637.3,637.35,637.05,637.3,8229,11:11:00
08-01-2024,637.3,637.6,637.15,637.6,12466,11:12:00
08-01-2024,637.6,638.4,637.45,637.8,24620,11:13:00
08-01-2024,637.55,638.25,637.5,638.2,12313,11:14:00
08-01-2024,638.2,638.25,637.8,637.8,9963,11:15:00
08-01-2024,637.85,638,637.6,637.7,11788,11:16:00
08-01-2024,637.6,638.15,637.6,637.95,13263,11:17:00
08-01-2024,637.95,638.25,637.7,638.05,45450,11:18:00
08-01-2024,638,638.2,637.75,637.95,10615,11:19:00
08-01-2024,637.9,638.35,637.9,638.1,17553,11:20:00
08-01-2024,638.15,638.6,638.05,638.45,20881,11:21:00
08-01-2024,638.25,638.5,638.05,638.05,11937,11:22:00
08-01-2024,638.05,638.5,638,638.05,9655,11:23:00
08-01-2024,638.05,638.5,638,638.35,34459,11:24:00
08-01-2024,638.25,638.45,638,638.05,25947,11:25:00
08-01-2024,638.15,638.4,637.7,637.7,14577,11:26:00
08-01-2024,637.95,638.05,637.6,637.95,5003,11:27:00
08-01-2024,637.7,638.4,637.65,638.25,13700,11:28:00
08-01-2024,638.25,638.35,637.85,638.05,12689,11:29:00
08-01-2024,638.2,638.2,637.85,637.85,8043,11:30:00
08-01-2024,637.85,638,637.2,637.75,22026,11:31:00
08-01-2024,637.6,637.95,637.2,637.6,21886,11:32:00
08-01-2024,637.3,637.7,637.1,637.5,21542,11:33:00
08-01-2024,637.5,637.8,637.35,637.55,9802,11:34:00
08-01-2024,637.55,637.85,637.25,637.4,27081,11:35:00
08-01-2024,637.6,637.75,637.2,637.5,8309,11:36:00
08-01-2024,637.5,637.5,637.1,637.3,10534,11:37:00
08-01-2024,637.4,637.5,637.1,637.5,4953,11:38:00
08-01-2024,637.2,637.45,637,637.05,12002,11:39:00
08-01-2024,637.2,637.3,637,637.05,8408,11:40:00
08-01-2024,637.05,637.35,637,637.05,13109,11:41:00
08-01-2024,637.05,637.5,637,637.45,46144,11:42:00
08-01-2024,637.35,637.6,637.2,637.25,16926,11:43:00
08-01-2024,637.5,637.5,637.2,637.35,11184,11:44:00
08-01-2024,637.35,637.5,637.1,637.4,5808,11:45:00
08-01-2024,637.4,637.4,636.8,636.8,42972,11:46:00
08-01-2024,636.8,636.8,635.5,635.8,147526,11:47:00
08-01-2024,635.85,636,635.65,635.75,26996,11:48:00
08-01-2024,635.7,636,635.7,635.95,66268,11:49:00
08-01-2024,635.9,636,635.15,635.25,56983,11:50:00
08-01-2024,635.3,635.45,634.7,635,152735,11:51:00
08-01-2024,635.2,635.45,634.5,635,57601,11:52:00
08-01-2024,634.8,635,634.1,634.65,46863,11:53:00
08-01-2024,634.85,634.85,634,634.35,42606,11:54:00
08-01-2024,634.35,634.4,633.25,633.75,80330,11:55:00
08-01-2024,634,634.75,633.8,634.3,25371,11:56:00
08-01-2024,634.45,634.75,634,634,39229,11:57:00
08-01-2024,634.05,634.2,633.6,633.6,24997,11:58:00
08-01-2024,633.6,634,633.5,633.5,26090,11:59:00
08-01-2024,633.5,633.95,633.5,633.85,24762,12:00:00
08-01-2024,633.9,634.2,633.6,633.8,39070,12:01:00
08-01-2024,633.85,634,633.6,633.75,16116,12:02:00
08-01-2024,633.8,634,633.8,633.9,13827,12:03:00
08-01-2024,634.05,634.25,633.2,633.2,29809,12:04:00
08-01-2024,633.2,633.7,632.65,633.35,101643,12:05:00
08-01-2024,633.35,634,633.2,634,21678,12:06:00
08-01-2024,634,634.4,633.8,634.05,40851,12:07:00
08-01-2024,634.05,634.5,634.05,634.25,16996,12:08:00
08-01-2024,634.25,634.65,634,634.15,41093,12:09:00
08-01-2024,634.05,634.25,633.75,634.1,24811,12:10:00
08-01-2024,633.8,634.25,633.75,633.95,14518,12:11:00
08-01-2024,634.25,634.75,633.95,634.55,34507,12:12:00
08-01-2024,634.55,634.75,634.35,634.6,29123,12:13:00
08-01-2024,634.6,634.75,634.25,634.35,15793,12:14:00
08-01-2024,634.5,635,634.25,634.75,37104,12:15:00
08-01-2024,634.8,635.1,634.65,635.05,21838,12:16:00
08-01-2024,634.9,635.25,634.3,634.4,49983,12:17:00
08-01-2024,634.4,634.95,634.4,634.6,15770,12:18:00
08-01-2024,634.65,634.85,634.5,634.65,16894,12:19:00
08-01-2024,634.8,634.85,634.5,634.7,11296,12:20:00
08-01-2024,634.55,634.85,634.35,634.85,11660,12:21:00
08-01-2024,634.55,634.95,634.55,634.8,19101,12:22:00
08-01-2024,634.8,635.1,634.65,634.7,17131,12:23:00
08-01-2024,635,635.2,634.7,635,13203,12:24:00
08-01-2024,635,635.25,634.8,635.15,26094,12:25:00
08-01-2024,635.15,635.2,634.85,635,14929,12:26:00
08-01-2024,635,635.15,634.65,634.8,17239,12:27:00
08-01-2024,634.8,635,634.65,634.8,7273,12:28:00
08-01-2024,634.7,634.85,634.3,634.85,25943,12:29:00
08-01-2024,634.85,634.9,634.65,634.7,14275,12:30:00
08-01-2024,634.65,635,634.65,635,15556,12:31:00
08-01-2024,634.95,635.25,634.75,635,35776,12:32:00
08-01-2024,634.95,635.75,634.9,635.35,138765,12:33:00
08-01-2024,635.4,635.75,635.25,635.7,27869,12:34:00
08-01-2024,635.7,635.8,635.35,635.6,8934,12:35:00
08-01-2024,635.6,635.65,635.1,635.2,6249,12:36:00
08-01-2024,635.15,635.4,635.1,635.3,7107,12:37:00
08-01-2024,635.2,635.5,635.2,635.5,9967,12:38:00
08-01-2024,635.5,635.7,635.3,635.6,27119,12:39:00
08-01-2024,635.6,635.7,635.1,635.25,41315,12:40:00
08-01-2024,635.35,635.55,635.05,635.25,17096,12:41:00
08-01-2024,635.25,635.45,635.05,635.4,18295,12:42:00
08-01-2024,635.3,635.6,635.25,635.6,14301,12:43:00
08-01-2024,635.6,635.7,635.4,635.4,14837,12:44:00
08-01-2024,635.4,635.7,635.3,635.6,9706,12:45:00
08-01-2024,635.65,635.65,635.05,635.05,13539,12:46:00
08-01-2024,634.75,635.15,634.6,635.15,12886,12:47:00
08-01-2024,635.15,635.55,635.1,635.35,13382,12:48:00
08-01-2024,635.4,635.5,634.6,634.75,24841,12:49:00
08-01-2024,634.8,634.95,634.55,634.95,11995,12:50:00
08-01-2024,634.95,634.95,634.5,634.75,13248,12:51:00
08-01-2024,634.75,634.85,634.5,634.5,8837,12:52:00
08-01-2024,634.5,634.75,634.4,634.6,22319,12:53:00
08-01-2024,634.45,634.6,634.1,634.45,13100,12:54:00
08-01-2024,634.3,634.5,634.25,634.45,13627,12:55:00
08-01-2024,634.45,634.85,634.4,634.85,14999,12:56:00
08-01-2024,634.85,634.9,634.3,634.4,13123,12:57:00
08-01-2024,634.3,634.4,633.55,633.9,72945,12:58:00
08-01-2024,633.8,633.9,633.3,633.55,33359,12:59:00
08-01-2024,633.55,634.15,633.3,634.1,34854,13:00:00
08-01-2024,634.15,634.3,633.75,634.1,17296,13:01:00
08-01-2024,633.95,634.4,633.9,634.25,21497,13:02:00
08-01-2024,634.25,634.7,634.1,634.65,17692,13:03:00
08-01-2024,634.4,634.6,634.1,634.2,21966,13:04:00
08-01-2024,634.15,634.85,634.15,634.8,19437,13:05:00
08-01-2024,634.8,634.8,634.2,634.55,11224,13:06:00
08-01-2024,634.55,634.85,634.3,634.4,13902,13:07:00
08-01-2024,634.5,634.65,634.15,634.3,12531,13:08:00
08-01-2024,634.45,634.45,634,634.3,21475,13:09:00
08-01-2024,634.25,634.3,634,634.15,12754,13:10:00
08-01-2024,634.15,634.45,633.85,634.15,21137,13:11:00
08-01-2024,634,634.15,633.8,634.1,13012,13:12:00
08-01-2024,634.1,634.1,633.6,634,12482,13:13:00
08-01-2024,633.8,634,633.75,633.8,11701,13:14:00
08-01-2024,633.8,634,633.8,633.85,9767,13:15:00
08-01-2024,633.9,634.2,633.8,633.85,12727,13:16:00
08-01-2024,634.1,634.25,634,634.05,12813,13:17:00
08-01-2024,634.25,634.5,634,634.5,17458,13:18:00
08-01-2024,634.3,634.5,634.25,634.3,15518,13:19:00
08-01-2024,634.3,634.9,634.3,634.85,20852,13:20:00
08-01-2024,634.85,634.9,634.65,634.9,14858,13:21:00
08-01-2024,634.85,635,634.75,634.8,16949,13:22:00
08-01-2024,634.8,634.8,634.05,634.3,29396,13:23:00
08-01-2024,634.3,634.6,634.1,634.4,12838,13:24:00
08-01-2024,634.55,634.85,634.35,634.85,16734,13:25:00
08-01-2024,634.85,634.85,634.2,634.6,20970,13:26:00
08-01-2024,634.6,634.8,634.45,634.5,11236,13:27:00
08-01-2024,634.7,635.05,634.4,635.05,30433,13:28:00
08-01-2024,635,635,634.4,634.5,26554,13:29:00
08-01-2024,634.5,634.8,634.5,634.8,10054,13:30:00
08-01-2024,634.8,635.1,634.75,635.05,21328,13:31:00
08-01-2024,635,635.7,635,635.7,74485,13:32:00
08-01-2024,635.45,635.65,635.05,635.15,41354,13:33:00
08-01-2024,635.1,635.45,635,635.2,21149,13:34:00
08-01-2024,635.15,635.3,634.75,634.85,16750,13:35:00
08-01-2024,634.75,635.15,634.5,634.8,27712,13:36:00
08-01-2024,634.7,635.45,634.6,635.45,24161,13:37:00
08-01-2024,635.4,635.5,635.05,635.35,15958,13:38:00
08-01-2024,635.35,635.35,634.5,634.9,32702,13:39:00
08-01-2024,634.7,634.95,634.5,634.9,12337,13:40:00
08-01-2024,634.7,634.8,634.5,634.65,45530,13:41:00
08-01-2024,634.65,634.65,634.3,634.3,13501,13:42:00
08-01-2024,634.3,634.6,634.15,634.25,18207,13:43:00
08-01-2024,634.25,634.25,633.75,634,51847,13:44:00
08-01-2024,634,634,633.6,633.85,27516,13:45:00
08-01-2024,633.85,634.45,633.7,634,25462,13:46:00
08-01-2024,633.95,634.15,633.85,633.85,44195,13:47:00
08-01-2024,634,634.05,633.8,633.9,216551,13:48:00
08-01-2024,633.8,634,633.7,634,40450,13:49:00
08-01-2024,633.85,633.95,633.4,633.45,105018,13:50:00
08-01-2024,633.45,633.55,633.3,633.3,34827,13:51:00
08-01-2024,633.35,633.55,633,633,69651,13:52:00
08-01-2024,633,633.15,632.75,632.85,49640,13:53:00
08-01-2024,632.8,633.65,632.8,633.6,20986,13:54:00
08-01-2024,633.5,633.65,633.3,633.5,23443,13:55:00
08-01-2024,633.6,633.7,633.5,633.6,12779,13:56:00
08-01-2024,633.6,633.65,633.2,633.25,15437,13:57:00
08-01-2024,633.35,633.65,633.25,633.6,15293,13:58:00
08-01-2024,633.6,633.85,633.35,633.8,22918,13:59:00
08-01-2024,633.7,634.35,633.65,633.95,45123,14:00:00
08-01-2024,633.85,634.2,633.75,634.1,13479,14:01:00
08-01-2024,634,634.3,634,634.3,14754,14:02:00
08-01-2024,634.25,634.4,634.05,634.3,21492,14:03:00
08-01-2024,634.3,634.4,634.05,634.1,13137,14:04:00
08-01-2024,634.1,634.3,633.65,633.85,25266,14:05:00
08-01-2024,633.85,633.95,633.6,633.8,14853,14:06:00
08-01-2024,633.8,634.1,633.7,633.75,10761,14:07:00
08-01-2024,633.7,633.85,633.65,633.75,13140,14:08:00
08-01-2024,633.75,633.75,633.1,633.3,76568,14:09:00
08-01-2024,633.25,633.75,633.15,633.6,54410,14:10:00
08-01-2024,633.7,634.1,633.6,633.9,11918,14:11:00
08-01-2024,633.9,634.1,633.55,633.9,28123,14:12:00
08-01-2024,633.8,634,633.65,633.65,11917,14:13:00
08-01-2024,633.7,633.95,633.55,633.7,11820,14:14:00
08-01-2024,633.8,634.1,633.25,633.25,31909,14:15:00
08-01-2024,633.3,633.8,633.2,633.65,19770,14:16:00
08-01-2024,633.75,633.8,633.4,633.7,15093,14:17:00
08-01-2024,633.6,633.9,633.55,633.9,13076,14:18:00
08-01-2024,633.9,633.95,633.6,633.85,8958,14:19:00
08-01-2024,633.8,633.9,633.8,633.85,17668,14:20:00
08-01-2024,633.85,633.9,633.8,633.85,11876,14:21:00
08-01-2024,633.75,633.8,633.15,633.15,23968,14:22:00
08-01-2024,633.2,633.2,630.65,630.65,252053,14:23:00
08-01-2024,631.05,631.55,629.3,631.45,296569,14:24:00
08-01-2024,631.25,631.55,630.7,630.95,60806,14:25:00
08-01-2024,630.85,631,630.45,630.8,66095,14:26:00
08-01-2024,630.9,631.2,630.3,630.85,37131,14:27:00
08-01-2024,630.6,631,630.5,631,21958,14:28:00
08-01-2024,631,631,630.1,630.1,43914,14:29:00
08-01-2024,630,630.55,630,630.05,50782,14:30:00
08-01-2024,630.05,630.4,629.65,629.9,48604,14:31:00
08-01-2024,629.85,630.2,629.7,629.95,35612,14:32:00
08-01-2024,629.95,630,628.6,628.8,103553,14:33:00
08-01-2024,629,629,628,628.35,125586,14:34:00
08-01-2024,628.1,628.8,628,628.15,79470,14:35:00
08-01-2024,628.25,628.8,628,628.4,70819,14:36:00
08-01-2024,628.4,628.7,627.3,627.3,80626,14:37:00
08-01-2024,627.6,627.6,625.45,626.15,168009,14:38:00
08-01-2024,626.2,628.45,625.95,628.3,105715,14:39:00
08-01-2024,628.1,628.25,627.35,627.5,60073,14:40:00
08-01-2024,627.5,627.5,626.5,626.6,95937,14:41:00
08-01-2024,626.7,627.5,626.5,626.8,76858,14:42:00
08-01-2024,627,627.4,626.6,627.4,73060,14:43:00
08-01-2024,627.4,627.4,626.85,627.35,30857,14:44:00
08-01-2024,627.35,627.8,627.1,627.65,39234,14:45:00
08-01-2024,627.6,627.9,627.1,627.65,27785,14:46:00
08-01-2024,627.65,628.3,627.5,628.3,45870,14:47:00
08-01-2024,628.3,628.45,627.6,627.7,54887,14:48:00
08-01-2024,627.6,628.6,627.5,628.45,73212,14:49:00
08-01-2024,628.45,628.6,628.15,628.35,46616,14:50:00
08-01-2024,628.35,628.5,628.15,628.4,35468,14:51:00
08-01-2024,628.4,628.4,627.8,627.8,102139,14:52:00
08-01-2024,627.75,627.95,627.3,627.45,89438,14:53:00
08-01-2024,627.45,627.9,627.1,627.25,68415,14:54:00
08-01-2024,627.25,627.4,626.8,627.15,54913,14:55:00
08-01-2024,627.15,627.55,626.8,627.35,51422,14:56:00
08-01-2024,627.35,627.55,626.85,627.25,50581,14:57:00
08-01-2024,627.35,627.5,627,627.25,57176,14:58:00
08-01-2024,627.15,627.6,627.15,627.5,43157,14:59:00
08-01-2024,627.5,628.3,627.45,628.1,82470,15:00:00
08-01-2024,628.1,628.1,626.6,627.05,106303,15:01:00
08-01-2024,626.9,627.5,626.8,627.35,56793,15:02:00
08-01-2024,627.4,627.7,627.1,627.1,70044,15:03:00
08-01-2024,627.05,627.6,627,627.55,85160,15:04:00
08-01-2024,627.6,627.7,627.05,627.15,159869,15:05:00
08-01-2024,627.15,627.45,627.05,627.35,60326,15:06:00
08-01-2024,627.35,627.85,627.3,627.75,65297,15:07:00
08-01-2024,627.85,627.9,627.7,627.8,54342,15:08:00
08-01-2024,627.8,627.8,627,627.5,64576,15:09:00
08-01-2024,627.5,627.9,627.2,627.7,81842,15:10:00
08-01-2024,627.65,627.8,627.35,627.5,106050,15:11:00
08-01-2024,627.5,627.5,626.8,626.95,117096,15:12:00
08-01-2024,626.75,627,626.05,626.15,105076,15:13:00
08-01-2024,626.2,626.5,625.95,625.95,128258,15:14:00
08-01-2024,625.9,626.7,625.75,626.7,87666,15:15:00
08-01-2024,626.65,626.65,625.8,626,113744,15:16:00
08-01-2024,626,626,625.05,625.95,129692,15:17:00
08-01-2024,626,626,625.5,626,93280,15:18:00
08-01-2024,625.85,626.7,625.85,626.65,66627,15:19:00
08-01-2024,626.7,627.05,626.05,626.5,154659,15:20:00
08-01-2024,626.7,627.8,626.55,627.75,71005,15:21:00
08-01-2024,627.75,627.75,626.65,627.1,80370,15:22:00
08-01-2024,627.05,627.6,627.05,627.3,78709,15:23:00
08-01-2024,627.3,627.5,627.05,627.5,179899,15:24:00
08-01-2024,627.25,627.75,627.1,627.5,52728,15:25:00
08-01-2024,627.5,627.8,627.1,627.8,60252,15:26:00
08-01-2024,627.75,627.95,627.6,627.95,46422,15:27:00
08-01-2024,627.95,628,627.8,627.95,43422,15:28:00
08-01-2024,627.95,628,627.1,627.9,82087,15:29:00
09-01-2024,632,632.65,630.6,632.65,125618,09:15:00
09-01-2024,632.5,633.85,632.5,633.55,103136,09:16:00
09-01-2024,633.55,634.35,632.5,632.8,147368,09:17:00
09-01-2024,633.1,633.7,632.8,633.05,71683,09:18:00
09-01-2024,633.25,633.3,632.6,632.6,63803,09:19:00
09-01-2024,632.9,633.55,632.9,633.55,26471,09:20:00
09-01-2024,633.6,634,633.3,633.3,52566,09:21:00
09-01-2024,633.3,633.4,632.6,633.1,32541,09:22:00
09-01-2024,633.1,633.15,632.65,633.05,32762,09:23:00
09-01-2024,633.15,633.4,632.9,633.25,23052,09:24:00
09-01-2024,633.2,633.35,633,633.3,25625,09:25:00
09-01-2024,633.3,633.4,633.05,633.25,27057,09:26:00
09-01-2024,633.25,633.5,633,633.3,21627,09:27:00
09-01-2024,633.15,633.9,633.15,633.8,42345,09:28:00
09-01-2024,633.8,633.95,633.1,633.2,30197,09:29:00
09-01-2024,633,633.35,631.8,632.25,91225,09:30:00
09-01-2024,632.3,632.55,631.7,632,66449,09:31:00
09-01-2024,632,632.25,631.85,632.2,17421,09:32:00
09-01-2024,632,632.2,631.6,631.6,21273,09:33:00
09-01-2024,631.65,631.8,631.05,631.65,75815,09:34:00
09-01-2024,631.7,631.8,631.25,631.35,25506,09:35:00
09-01-2024,631.35,631.4,630.35,630.55,54506,09:36:00
09-01-2024,630.35,631.1,630,631,52402,09:37:00
09-01-2024,631.1,631.4,630.65,631.35,17791,09:38:00
09-01-2024,631.3,631.45,630.9,630.9,29344,09:39:00
09-01-2024,630.95,631,630.5,630.65,20238,09:40:00
09-01-2024,630.65,630.9,630.15,630.15,32376,09:41:00
09-01-2024,630.15,630.65,630.05,630.4,26711,09:42:00
09-01-2024,630.4,630.7,629.75,630,60213,09:43:00
09-01-2024,629.8,629.95,629.1,629.25,51801,09:44:00
09-01-2024,629.35,630,629.15,630,18375,09:45:00
09-01-2024,630,630.2,629.75,630.15,21291,09:46:00
09-01-2024,630.05,630.3,629.9,630.05,20169,09:47:00
09-01-2024,630.05,630.45,630,630.35,19340,09:48:00
09-01-2024,630.2,630.5,630.05,630.25,21854,09:49:00
09-01-2024,630.25,630.8,630.25,630.3,25270,09:50:00
09-01-2024,630.25,630.4,629.8,629.8,31981,09:51:00
09-01-2024,630,630,629.1,629.2,23092,09:52:00
09-01-2024,629.2,630,629.2,629.65,16800,09:53:00
09-01-2024,629.9,630,629.5,630,18991,09:54:00
09-01-2024,630,630.45,629.75,630.25,20700,09:55:00
09-01-2024,630.2,630.6,630,630.1,13442,09:56:00
09-01-2024,630.05,630.5,629.9,630.05,17330,09:57:00
09-01-2024,629.95,630.5,629.95,630.4,15842,09:58:00
09-01-2024,630.4,630.4,629.5,629.75,24781,09:59:00
09-01-2024,629.65,630,629,629.4,43565,10:00:00
09-01-2024,629.3,630.3,629.3,630.05,20733,10:01:00
09-01-2024,629.85,630.2,629.7,630,11813,10:02:00
09-01-2024,630,630,629.35,629.6,12141,10:03:00
09-01-2024,629.45,630,629.45,629.9,15477,10:04:00
09-01-2024,629.85,629.95,629.5,629.65,14055,10:05:00
09-01-2024,629.8,630.1,629.55,629.9,22796,10:06:00
09-01-2024,629.95,630,629.7,629.9,16155,10:07:00
09-01-2024,629.85,630,629.6,629.85,10331,10:08:00
09-01-2024,629.55,629.85,629.3,629.8,37381,10:09:00
09-01-2024,629.8,630.15,629.8,630.1,14931,10:10:00
09-01-2024,630.1,630.5,630.1,630.3,11631,10:11:00
09-01-2024,630.3,630.3,630.05,630.05,10142,10:12:00
09-01-2024,630.05,631.1,630.05,631.05,41430,10:13:00
09-01-2024,630.9,631.3,630.6,630.95,25234,10:14:00
09-01-2024,630.9,631.2,630.7,630.9,28209,10:15:00
09-01-2024,630.9,631,630.6,630.75,10214,10:16:00
09-01-2024,630.75,631,630.5,630.95,8067,10:17:00
09-01-2024,630.85,631.65,630.75,631,45035,10:18:00
09-01-2024,631.15,631.75,631.05,631.55,44905,10:19:00
09-01-2024,631.55,632.1,631.5,631.8,33250,10:20:00
09-01-2024,631.75,632.5,631.7,632.45,44229,10:21:00
09-01-2024,632.5,632.75,632,632.2,25085,10:22:00
09-01-2024,632.1,632.5,632,632.3,18339,10:23:00
09-01-2024,632.3,632.5,632.1,632.25,16393,10:24:00
09-01-2024,632.15,632.5,632.1,632.15,16033,10:25:00
09-01-2024,632.15,632.35,631.6,631.6,38067,10:26:00
09-01-2024,631.8,631.95,631.6,631.85,6923,10:27:00
09-01-2024,631.85,632,631.65,631.9,26219,10:28:00
09-01-2024,631.95,631.95,631.3,631.3,16054,10:29:00
09-01-2024,631.4,631.75,631.2,631.3,15997,10:30:00
09-01-2024,631.3,631.45,631.1,631.25,10838,10:31:00
09-01-2024,631.25,631.3,631,631.15,14321,10:32:00
09-01-2024,631.1,631.9,631.1,631.7,27133,10:33:00
09-01-2024,631.55,631.8,631.5,631.55,19424,10:34:00
09-01-2024,631.5,631.8,631.5,631.6,9435,10:35:00
09-01-2024,631.55,632.2,631.55,631.7,13690,10:36:00
09-01-2024,631.75,631.75,631.5,631.5,13455,10:37:00
09-01-2024,631.5,631.95,631.5,631.55,30606,10:38:00
09-01-2024,631.7,631.7,631.5,631.5,8660,10:39:00
09-01-2024,631.55,631.85,631.5,631.65,9275,10:40:00
09-01-2024,631.65,631.9,631.5,631.75,8036,10:41:00
09-01-2024,631.9,632.5,631.7,632.5,14977,10:42:00
09-01-2024,632.5,632.8,632.35,632.55,36878,10:43:00
09-01-2024,632.55,633.35,632.55,633,69238,10:44:00
09-01-2024,632.9,633.1,632.6,632.6,37192,10:45:00
09-01-2024,632.6,632.85,632.35,632.55,14692,10:46:00
09-01-2024,632.5,632.6,632.4,632.55,65954,10:47:00
09-01-2024,632.5,632.8,632.5,632.55,12785,10:48:00
09-01-2024,632.7,632.8,632.5,632.5,7703,10:49:00
09-01-2024,632.55,632.65,632.35,632.5,13865,10:50:00
09-01-2024,632.55,632.75,632.5,632.55,10470,10:51:00
09-01-2024,632.55,632.75,632.5,632.65,9691,10:52:00
09-01-2024,632.65,633,632.6,632.85,22982,10:53:00
09-01-2024,632.85,633,632.65,632.85,10428,10:54:00
09-01-2024,632.85,632.85,632.75,632.8,8302,10:55:00
09-01-2024,632.75,633,632.7,632.9,28834,10:56:00
09-01-2024,632.8,632.8,632.5,632.7,11770,10:57:00
09-01-2024,632.7,632.8,632.35,632.75,13276,10:58:00
09-01-2024,632.75,632.8,632.4,632.4,12290,10:59:00
09-01-2024,632.4,632.65,632.15,632.2,32409,11:00:00
09-01-2024,632.25,632.25,631.85,631.85,28897,11:01:00
09-01-2024,631.9,632.5,631.6,632.5,34820,11:02:00
09-01-2024,632.5,632.5,632.05,632.2,33009,11:03:00
09-01-2024,632.2,632.5,632.1,632.4,16930,11:04:00
09-01-2024,632.4,632.95,632.35,632.65,18207,11:05:00
09-01-2024,632.6,632.75,632.45,632.55,9087,11:06:00
09-01-2024,632.5,632.7,632.45,632.45,22929,11:07:00
09-01-2024,632.45,633,632.45,633,85948,11:08:00
09-01-2024,632.9,633.4,632.8,633.3,62866,11:09:00
09-01-2024,633.3,633.8,633.3,633.5,37395,11:10:00
09-01-2024,633.65,633.9,633.15,633.2,272895,11:11:00
09-01-2024,633.15,633.3,632.8,633,18006,11:12:00
09-01-2024,633,633.5,632.9,633.35,12294,11:13:00
09-01-2024,633.35,633.5,633.3,633.35,8289,11:14:00
09-01-2024,633.4,633.4,633.15,633.3,13946,11:15:00
09-01-2024,633.3,633.3,633,633.05,9636,11:16:00
09-01-2024,633,633.1,632.4,632.9,17693,11:17:00
09-01-2024,632.8,632.9,632.4,632.6,12773,11:18:00
09-01-2024,632.6,632.65,632,632.25,24996,11:19:00
09-01-2024,632.3,632.4,631.7,631.95,21793,11:20:00
09-01-2024,631.9,632.7,631.9,632.5,15046,11:21:00
09-01-2024,632.5,632.6,632.25,632.25,39261,11:22:00
09-01-2024,632.2,632.5,631.95,632.05,58763,11:23:00
09-01-2024,632.2,632.65,632.15,632.15,16619,11:24:00
